comment,emotion
"Jestem zawsze za Pudzianem i nawet jak by przegrał tak naprawdę to nic by się nie stało bo kibicem jest się na dobre i na złe, ale nie tym razem .....tu nie było walki tylko kabaret, który zorganizowali nam Panowie.",ANGER
"Nie wiem co tu favst odjebał, ale jestem bombardowany skojarzeniami z Wicked Games. Genialna robota Panowie, gratuluje!",LOVE
"Miszczostwo świata, pełen szacunek za tekst 😉",LOVE
U Jarka zawsze najlepsza zabawa😁 i odrazu wracają wspomnienia👍,LOVE
Kochani pokój przepiękny.... jesteście wspaniałymi rodzicami... życzę Waszej trójce zdrowia... dużo miłości... niech kazdy dzień przepełniony będzie szczęściem i nadzieją... pozdrawiam i całuję 💞💞💞💞💞💞💞💞,LOVE
No Jarku ty wiesz jak dać czadu 👍🔥🔥💪,LOVE
Mój ulubiony kawalek z płyty doczekał sie obrazka ♡ swoją drogą pięknie zrobionego. Gratulacje Panowie.,LOVE
O kurwa malik Montana ale dojebałeś bita zajebisty jest kurde więcej takich,LOVE
Gimper zrób dla nas prezent na święta i zostań naszym działowym,JOY
"Boże, jakby udało się wygrać tego potwora, zrobiłbym niesamowitą niespodziankę bratu i mu ją oddał. Chłop by z radośći skakał. Na 100% wezmę udział :D",JOY
"Jestem w ala topce bo 5 - Laura i wogóle to rzadko widzę,spotykam,znam osoby o imieniu Laura",SURPRISE
"Panie mecenasie, tym komentarzem do sytuacji z granatnikiem rozwalił Pan system 😁😁😁 Pozdrawiam ✌✌✌",LOVE
Uwielbiam cię i doceniam twoje każde słowo,JOY
"To jest stan psychicznej niedojrzałości, ujawnił się już na strajku kobiet{ pałki teleskopowe } i przesłuchania.",ANGER
"WESOŁYCH ŚWIĄT dis, ryba ,i przemo😊😊😊😊💛💛💛🌟❄🌨❄🌨⛄☃️☃️⛄",JOY
Dlatych co nie chcą czekać 5 lat mają taki kolor bo jak sygnalizacja świetlna.,JOY
A już myślałem że będzie szukał Granatnik 😉,FEAR
Gengarek wygrał odcinek z tą zabawką ❤️😂 A Twoja relacja a Fausti jest tak wspaniała 🥰,LOVE
"Ostatnich parę lat mojego życia było naprawdę trudne, ostatnio nazwałem swoją wybrankę jednym słowem ""nadzieja "". Kilka dni temu wstałem i zrobiłem swojej mamie kawkę do łóżka i powiedziałem jej, że ją kocham. Chociaż dalej mamy ciężkie relację to tak jest. Dziś od rana ten kawałek na głośnikach. Dziękuje panowie. Facet z drugiego grudnia :)",SADNESS
Beezy ty królu! W koncu 🥳 wyczekane trafia jeszcze mocniej 🎉 Świetna robota. Dużo zdrowia dla całej rodzinki i mnóstwo szczęścia dla małej Zosi ❤❤❤,LOVE
"Jestem położną i bardzo cieszę się, że tak miło mówicie o tym niedocenianym zawodzie <3 Życzę Wam dużo zdrówka, wcześniaki to najdzielniejsi pacjenci <3",JOY
Ukryty talent niech pozostanie ukryty 🔥🔥🔥🔥🔥,ANGER
"Z jednej strony serce i sentyment do kraju, z drugiej niemoc że rządzą tym ludzie którzy eksploatują społeczeństwo dla swoich korzyści. Wkurwienie rośnie tak jak inflacja...",ANGER
"Wygląda sztos, brawo, masz talent byniu.",LOVE
ogułem git nuta tak trzymaj dalej,JOY
"Kurwa nie myslalem ze to kiedys powiem, ale no Tybori jest mega pozytywnym gosciem, wie jak dziala marketing i przy walkach wie jak przydymić, a tutaj u chłopaków kulturka, piękna sprawa, mam nadzieje, że wygra z Alberto!",ANGER
Pozdro dla Gibbsa i Kiełasa za sztoos nute do przeróbek!!,LOVE
"""Każdy z nas ma w sobie te dobro, gorzej kiedy na tym cierpi nasza godność"" Piękny cytat",LOVE
"Podstawowym wnioskiem z tego filmy jest to, że pewne rzeczy wynosi się z domu. Mimo, że Majkel tego domu nie miał to jednak szacunek do kobiet ma wpojony, natomiast u Pauliny zapomniano o nauczeniu takich rzeczy jak TAKT, SZACUNEK, SUBTELNOŚĆ, WDZIĘCZNOŚĆ ZA SAM GEST ITD. Od momentu kiedy Majkel jest lokatorem mieszkania Pauliny widać, że dziewczyna nie może się wyzbyć poczucia wyższości. Myślę, że czeka na dogodny moment aby się z nim rozstać na dobre. Na razie źle by to wpłynęło na jej rozwijający się kanał, więc to jeszcze nie ta chwila ale to raczej nieuniknione. To jeszcze dziecko a Majkel bądź co bądź to dorosły facet. Majkel sobie poradzi a ona .... no cóż, pewnie też ;-)",ANGER
Tytusa już nie ma. Teraz jest Mkbewe.,SADNESS
"Byłam w tym zamku dzień wcześniej na imprezie w stylu lat 80-siątych i widziałam część rekwizytów i przygotowań i pomyślałam sobie, że to na pewno będzie super impreza😍 Ale że jak kurczę nie skojarzyłam, że to właśnie wy to organizujecie, aż jestem w szoku, że nie połączyłam faktów, przecież oglądałam ten filmik jak wspominałaś o tej imprezie 😄",SURPRISE
"I ten montaż, pierwsza klasa. Najbardziej śmiechłem przy ""kurwa, z drewna"" xD",JOY
"Patrząc po ich relacji, życzę im aby byli wyjątkiem z tych wszystkich grup internetowych. Wszyscy wiemy jak było w teamie x czy teraz ekipie. Wierze w ich przyjaźń!❤",JOY
Gibbs i Fonos najlepsze połączenie by rozjebać mi głowę 😳❤️,LOVE
"Fantastyczne wszystko, plus Wiolka na starcie <3",LOVE
🔥🔥🔥🔥Jak włączyłem to w samochodzie kierowca tak się zasłuchał ze przyjebaliśmy w drzewo 🔥🔥🔥🔥,ANGER
"Fenomenalny mecz, kapitalny komentarz, niespotykana dramaturgia. Wszystko było w tym meczu. Idealne zwieńczenie tych mistrzostw, ale także kariery Pana Szpakowskiego. Dziękujemy. I gratulacje dla Argentyny, ale również brawa dla Francji za walkę, podnieśli się i to dwa razy. Jednym słowem, kwintesencja futbolu. Plus bardzo wysoki poziom sędziowania naszego arbitra. Klasa światowa.",LOVE
"To piano w tle jak z Demonologii 2 (Blizny bodajże) + zwrota Słonia, nostalgia z tamtym albumem automatycznie!",LOVE
Był taki nietypowy gościu w Rzymie znany jako mędrzec porąbany i miał na imię Subskrybcjusz i to jedyny taki przypadek kiedy się z takim imieniem spotkałem.,SURPRISE
Charakter to oręż 🔥 będę tu wracać jak zawsze. Dziękuję 🙏,JOY
"Szczerze, gdyby to nie byl youtuberski track to nawet bym to dodal na playliste. Ale i tak lepsze od zielone 2",JOY
Moim marzeniem jest żeby na ławe do WK przyszedł Pudzian,SURPRISE
"Milion w 51 godzin 31 minut, to tylko pokazuje jak ludzie tęsknili",SURPRISE
"Ja bym zobaczyła najrzadsze imiona dla dziewczyn, bo jestem ciekawa czy było by tam moje imię 😅",SURPRISE
"Szpaku w takim stylu to kawał dobrej muzy, bicik Deksa to majstersztyk, słoń spoko, kasyno zwolnił trochę tempo, ale też było git, numer bardzo fajny do furki elegancki",LOVE
TAAAK! Najlepszy prezent na święta. Lepszy mógłby być tylko trzeźwy ojciec. 🥺,ANGER
Na jakim biegu zostawiłes golfa? :),JOY
Kiedy to nagrywane jak w krótkich koszulkach chodzą ? Adam jak zwykle najlepszy ! Zawsze trzeba wszystko święcić :D To się ogląda tylko dla Adama.,LOVE
Pierwsze pytanie było na temat wzrostu spożycia alkoholu przez ruskich. A może piją tyle samo ale więcej kupują w oficjalnym kanale? A kupują więcej bo mniej pędzą samogonu? Bo zabrakło np. drożdży gorzelniczych? U nas w PL większość takich drożdży to import z UK i Szwecji. Może to po prostu kwestia sankcji :-),JOY
Widziałam ankietę na Instagramie miłego oglądania wszystkim🥰,JOY
"No, nie jestem przekonany czy akurat p.Wolski jest najwłaściwszą osobą do opowieści na temat trudów żołnierskich w okopach czy jakichkolwiek innych miejscach. Jaki ma stopień wojskowy, ile czasu spędzil na poligonach za szczególnym uwzględnieniem okresu zimowego, jakimi formacjami dowodził? Czy czasem nie jest tak, że zna te klimaty jedynie z podchodów harcerskich?",ANGER
Wszystkiego Najlepszego Paweł [Chciałabym cię spotkać💚] Dużo szczęścia i zdrowia oraz pomyslności,JOY
Byłem sceptycznie nastawiony do albumu Ale siedzi jak Magical w więzieniu.,SURPRISE
Kibicuje wam wszystkim ✌️ To jest czysty sport A nie jakiś cyf Już nie będę wymieniać jaki ... Pozdrowienia serdeczne dla zawodników KSW !!!!!,LOVE
"Tak się uśmiałem że aż mi czopek do zupy wlaciał, ale garnek za głęboki to już go tam zostawiłem 😃",JOY
"Subskrypcja to nienajlepsze imię dla dziewczynki, bo wszyscy by ją klikali.",SURPRISE
Siemka masz na myśli że ciekawie z tyłem napęd drift jak Giorgi Tevzadze? Pozdrawiam serdecznie,SURPRISE
Mega fajnie się tego słucha 🙂,JOY
"Świetnie, że postanowiłeś zagrać w otwarte karty i pokazać twoje statystyki i wykresy w związku z zarabianiem na Youtube. Darzysz widownię dużym zaufaniem. Szanuję Cię za to 💪💪",JOY
PRZEZ WAS MAM CHĘĆ GRAĆ W PIŁKĘ💗,LOVE
"absolutnie uwielbiam to, że komentarze w stylu ""miłego oglądania"" mają po 5 polubień, a te w stylu ""idealnie odcinek do jedzenia"" mają po 50 XD",JOY
Ostatni bastion padł. Skóra została sprzedana i to za bezcen.,SADNESS
Jesteś najlepszym youtuberem w Polsce i nie zmieniaj się,JOY
jak nazywa się piosenka na wejście Pawłowskiego??,SURPRISE
O! będzie walka o ojcostwo Mateusza XD,SURPRISE
Wujek Kivi został legendą polskiego internetu wcale się tu nie pchając. To jest to :) Patryk kiedy te panewki robisz w Zakładzie Samochodów Szybkich w swoim clio?,LOVE
Imię dla świnki : Magdalena. Hejo miłego oglądania ☺,JOY
I Malik pokazuje że jak chce to potrafi w rapy Więcej takich perełek nam potrzeba,JOY
"DOBRZE PRZEKMINIONY TEKST, CHCEMY WIECEJ !!!!1!",JOY
"Wygląda na to, że za przeżyte trudy życie potrafi coś wynagrodzić, a właściwie ciężką pracą i dążeniem można to sobie samemu wynagrodzić.❤",JOY
"Super odcinek , szczere kondolencje 🥺❤️",JOY
Megaaaaa palion jesteś supcio będę czekała na nutę! Miłego słuchania wszystkim !,LOVE
"Hajahah... Anastazija mega śmieszna 🤣 zajebisty akcent. Miałem taką nauczycielkę Rosyjskiego z Kazachstanu i ona nie potrafiła ""ł"" wymówić i kumpla takiego miałem Płuska się nazywał i ona mówi. ""Pluska do odpowiedzi..."" On się wkurwił i mówi ""Ja nie jestem Pluska tylko Płuska"" a Ona ""Dobrze Pluska siadaj pala"" 😂",SURPRISE
Białas jest dobry 💪 czekam za następnym vlogiem z smb tam jest fajnie muszą pobić lawendę,JOY
Przecież to jest 100 razy lepsze niż „Do Tańca” ale Polscy słuchacze maja chuja w uszach i ten freestyle nie złapie wyników,ANGER
Po prostu Sanah ❤️ nic więcej nie trzeba dodawać. A teraz czas odpalić Wieśka i raz jeszcze przeżyć tę przygodę 💪,LOVE
Muzyka dla moich uszu 🔥🔥🔥🔥🔥 urodziłem sie głuchy 🔥🔥🔥🔥,LOVE
Ogień 🔥🔥🔥 zanim zacznę słuchać jak wyjdzie to się przygotuję i wykonam amputację uszu 🔥🔥🔥,ANGER
"Wersow wygląda jak BikeTest, change my mind",ANGER
"Ciary naprawdę, przekozak czekamy na więcej takiego ognia",LOVE
Boże ja mam oswojonego lisa ale jak usłyszałam tego liska to się zakochałam już w nim 😘❤️😭,JOY
"Jesteśmy z Tobą, my widzowie wspieramy Cię ❤🎉",LOVE
Pół godziny temu 💞 💞 💞 Zapowiada się meeega odcineczek 💗💗 Życzę miłego oglądania 😄,JOY
Zajebisty odcinek Jacob 🤙😎 Życzę wszystkim miłego oglądania 🔥,JOY
"Chłopaki, zrobiliscie mi rok.... Ten i kolejny... DZIEKUJE Z CAŁEGO SERCA... Zróbcie coś o OPLU ASTRZE... PLS :P",LOVE
Ja myśle ze wy jesteście wspaniali dlatego wszędzie ludzie was traktują z wielkim szacunkiem ❤ Edzio będzie Ok i będzie szybko w domu ♥️ Wesołych Świat ❤,LOVE
"Panie Pawle czekalem czekałem i bum, jest! Dzięki za niedzielę. Mistrz jak zwykle!",LOVE
Patryku proponuje by Kivi nagrał naprawę silnika 👍😀z prozą życia,LOVE
Byliśmy na tym występie w Legionowie było świetnie. Cieszę się że mogę to teraz zobaczyć na YouTubie. Jesteś sztosem. Czekam na nowy program.,JOY
Akurat statystycznie mężczyźni powodują więcej śmiertelnych wypadków niż kobiety... Także musicie zmienić płytę😅,SADNESS
"4:22 Kacper uwielbiam Cię, idealnie w porę, 2 prezenty muszę szybko ogarnąć! ♥",LOVE
"Jestem mile zaskoczona tym wykonaniem, super wyszło",SURPRISE
Nie no Drewniak fun fact z tą Łotwą tak niespodziewany jak skarpety pod choinką na święta 😂😂😂,JOY
"Adrian idealnie do was pasuje, wincyj go XD",LOVE
"Nie jest niczym złym bycie z bogatej rodziny, jak Paulina. Zły jest brak umiejętności zachowania się w takich sytuacjach i brak docenienia prostego gestu jakim jest otrzymanie prezentu, pomijając już aspekt jego wartości. Nie będę cię hejtował Paulina, bo każdy człowiek może popełnić błąd. Ważnym jest żeby wyciągnąć z niego wnioski i poprawić się, bo jesteś młodą dziewczyną, która pokazywała już, że umie się zachować dobrze!",SURPRISE
Bendzie słuchane na wyłączonych słuchawkach 😎😏❤️,LOVE
I to jest content z postarankiem :) Oby tak dalej 😉,JOY
Dawać 4 x 4 z pandyyyyy! Chcemy toooo!,LOVE
"Jak ja szanuje, ze dbacie o siebie .. że nie nagrywacie na sile tylko jak macie naprawdę ochotę 😍",LOVE
"Messi ma to czego chciał, Mbappe dał festiwal umiejętności, Polak pokazał że potrafi, walka do upadłego i emocje. Tak dobrego finału nie widziałem dawno",LOVE
"JA CHCE TAKIE URODZINY, PIĘKNIE TO ZROBILISCIEE!!",LOVE
"No i cudownie,ale jesteś dla Marleny miły aż się prawie rozpłakała🥰🥰",LOVE
"Przekaz mocny w swojej prostocie . To co mamy najważniejszego jest blisko , wystarczy o tym pamiętać , kochać i wierzyć . Dziękuję z serca panowie !",SADNESS
"Było słuchane na festiwalu! 👊🏻 Wielkie pozdro dla każdego kto wczoraj był, zrobiliśmy 🔥🔥🔥",LOVE
"Zarabisty filmik poprotsu nie widxzialem lepszego kanali, pozdrawia mati!",LOVE
"Uważam, że Karol podejmujac się zrobienia takiego projektu odwalił świetną robotę, wielki szacun. Genzie to cos prze mocnego i mam nadzieje ze bedzie więcej takiego kontentu",JOY
"Super odcinek. Zawsze są super. Dzięki za wasze poświęcenie, pracę i poczucie humoru. Pozdrawiam serdecznie. I do zobaczenia niebawem!",JOY
Świetna muzyczka i tekst👍 wyglądasz młodziej niż myśleliśmy🤪,SURPRISE
"Pokój przepiękny a z Was cudna rodzinka , życzę Wam wszystkiego co najlepsze .",LOVE
"Rozjebaliście tym kawałkiem, zajebisty teledysk, ta nawijka co siada w opór i to pozytywnie podejście. Nigdy się nie zmieniajcie bo zajebiście idzie wam to co robicie😎😎😎👊👊🔥🔥🔥",LOVE
"Rekordzista kot, lekko się zmęczył. Na walkę Seiczento nie dało się patrzyć xD",ANGER
"Od zawsze byłem beemiarzem, i m3 to mój wymarzony model, ale ta sztuka.. przechodzi ludzkie pojęcie, coś pięknego i dla fana motoryzacji spełnienie największych marzeń 🥺😫😍",LOVE
Super film Justek uwielbiam cię ❤️,JOY
No to macie najpiękniejszy prezent na święta w waszym życiu 😃♥️ zdrówka dla Maluszka! ♥️ Edzio wcinaj to mleko i do domu kolego!!😉😘,LOVE
"Zajebisty projekt, aż zazdroszczę zwycięzcy 🔥🔥🔥",LOVE
"JESTEM TU OD GUMMO, BYŁEM GDY LAŁ SIĘ HEJT I ZAWSZE TU BĘDĘ. WIEM ŻE TA MUZYKA POMAGA CI ŻYĆ... A TY POMAGASZ NAM! 2023 NALEŻY DO CIEBIE I GUGU.",JOY
"Ale schudłas na buzi ,wracasz do formy ,generalnie bardzo ładnie wyglądasz 🙂 Pokój Edzia mega piękny ,jeszcze troszkę i Edzio w domciu będzie i będziecie w komplecie 🙂 myślę tydzień max dwa i będzie z wami . Jesteście wspaniałymi ludźmi i rodzicami ❤️ Proszę uściskać odemnie i ucałować Edzia ❤️😘 Pozdrawiam was serdecznie ❤️",LOVE
To błazen nie bramkarz... Bramkarzem tych mistrzostw był zdecydowanie Dominik Livaković! Skromnyi niesamowity chłopa,ANGER
"Te przyjazdy Adzi, Luki i Charli w grudnie w czasie vlogmasu to musi być już chyba coroczna tradycja 😂",SURPRISE
❤❤❤ wielka orkiestra serc❤❤❤ W tym roku niech wynik bedzie x 3 🎉,LOVE
"To jest coś nieprawdopodobnego, że Robur probował tylko po jednym",SURPRISE
Dawno nie bylo w polityce tak inteligentnej postaci jak Pan czy Bosak ja jestem pewien ze bede na Was glosowal pozdrawiam,JOY
"Dawid Kubacki jest w świetnej formie w tym sezonie👏Mam nadzieję, że zdobędzie Puchar Świata🇵🇱🇵🇱",JOY
"Ależ to piękne 😍 oo widzę legionowskie blachy 😀pozdrawiam, zajebisty odcinek jak zawsze 😁",LOVE
Robi wrażenie i to pożondne ☺️,LOVE
"Muszę dodać. Ewa masz wielkie szczęście, że Yuri jest takim troskliwym, odpowiedzialnym dojrzałym mężczyzna. Przy nim możesz czuć się bezpiecznie. Życzę Wam aby miłość w Waszej rodzinie była zawsze taka mocna.",LOVE
Nosz kurwa Mac ja zaniemówiłem jak usłyszałem ze Fagata wygrała dla mnie i założę się ze dla wszystkich Ci bliskich to Ty byłaś zwyciężczynią nie ma słów które opiszą to jak można czuć wygrana a przegrać jednogłośnym ja bym już u nich więcej nie zawalczył i tyle PS wszystkiego najlepszego z okazji urodzin 🎉🎉🎉,SURPRISE
"Brzmi to bardzo pesymistycznie😢 Jestem przerażona. Panicznie boję się, że Polska weźmie udział w wojnie.",ANGER
"Według mnie 1 i 3 runda dla Natalii. Zdziwił mnie ten werdykt, ale cóż... Wszystkiego co najlepsze Natalia!",SURPRISE
Jedyna osoba której bał się Zidane xD,SURPRISE
Nie wiedziałem że można aż tyle powiedzieć o Multipli.... Jesteście niesamowici! Tak trzymajcie chłopaki,LOVE
Ale najlepsze kalendarze to te ze słodyczami 🤤 Pozdrawiamy 👫,JOY
Ta nuta jest serio mocna!🔥🔥 Nie mogę doczekać się już zielone 2!🔥💚🔥💚🔥💚🔥,LOVE
"Co ludzie mają w głowach, że piszą o ustawce i kasie 🤦 Pudzian ma oszczędności takie, że porzucając wszystkie formy zarobkowe, mógłby żyć dostatnio do setki, a i o ustawionej walce nie ma mowy, bo wystarczy spojrzeć jaki był kurs na Pudziana, a jaki na Mameda. Sami sobie przeczycie w komentarzach 🤦",SADNESS
Najlepsza nuta z tej płyty ❤❤,LOVE
"Bardzo mocne, GUGU ma obecnie topową ekipę, tylko czekać na jakiś wspólny materiał całego GUGU, witamy w rodzinie Vae!",LOVE
"Tyle czasu czekania na nowy odcinek, a tu spejsonvlog. Dałeś od ciebie grubasie całe 20%",SADNESS
"Śliczny pokoik,.będziemy z wami cierpliwie czekać na Edzia ❤️❤️✨️✨️✨️",LOVE
"lexy bardzo docenia to co ma, od najmniejszych do największych rzeczy!!",LOVE
Było już męczone na spotify 😎,LOVE
"Brawo Białas. Super treść. Tekst o moim nieudolnym życiu. Opisana trafnie. W punkt. Fajnie, że Ci się tak poukładało. Nie każdemu się to udaje. Ty na to zapracowałeś.",JOY
Krecia i Marek to wspaniali i przekochani ludzie .Uwielbiam 💖,LOVE
"to zaskoczenie na widok ""płuca palacza"", jakby nie ten obrazek nie był na co drugiej paczce XD",LOVE
Piękna piosenka powodzenia dziewczyny w tworzeniu nowych piosenek.☕💜🍉🍟🐶👑,JOY
Mam nadzieję że w tym roku będzie dedykowany świąteczny odcinek tak jak kiedyś,JOY
"Wygrana nie świadczy o tym, że jesteś najlepsza, ale dla nas jesteś najlepsza, odważna, i pokazałaś wielki progres o ostatniej walki. Oby następnym razem się udało",LOVE
Odcineczek u Jacoba idealny do obiadku❤ pozdrawiam,JOY
Pawłowski co za wejście odjebał 😜😃,JOY
"13:59 ta rozmowa jest tak prawdziwa, że aż nierealna xD",SURPRISE
"Spontanicznie po latach z czasów ""Noc i dzień "" wracałam co jakiś czas do twórczości Pezeta i nie zawiodłam się totalny sztos można słuchać tego można zniknąć gdzieś i słuchać tego w noc i dzień :D",LOVE
Ciekawostka: Istnieją pszczoły które nie bronią jedynie żądłem przed innymi owadami (jeżeli ich używają na innych owadach bo w sumie nie jestem pewien) ale też zabijając owada od ocieplenia które polega że cały ul (jeżeli taki wrogi owad wszedł do niego) bierze się za niego i pokrywają go swoimi ciałami dopóki owad nie umrze z ocieplenia.,SURPRISE
"Kto służył w policji, to w cyrku się nie śmieje.",SADNESS
Boże ten utwór jest mega przyjemny w słuchaniu,LOVE
Niesamowity pomysł na kawałek tak samo jak niesamowite jego wykonanie wraz z teledyskiem Sztosss🔥🔥🔥🔥👏,LOVE
"Przegrana natsu to serio szok. Większość z nas pewnie do werdyktu aż myślała, że natsu wygrała- ale cóż. Super że wsparcie ma takie wielkie",JOY
"Jak na Twój pierwszy teledysk, to powiem Ci że się mega postarałeś. Sama muzyka mocno wpada w ucho. Nic dodać, nic ująć. To co? Kiedy Twoja pierwsza płyta muzyczna wlatuje? 😅 PS: Jeszcze raz gratuluję miliona Krystianie 😄🔥",LOVE
"To jest ta Polska Wersja, która powinna nam zawsze tak grać... OGIEEEEŃ 🔥🔥💪❤️",JOY
"Dziwny chłop tak szczerze, jakiś taki fałszywy się wydaje.",FEAR
750 sztuk naprawde rarytas🤣🤣🤣🤣 ide po piwo to juz koniec swiata,SADNESS
przysięgam to najlepszy film na yt który od dawna obejrzałam,LOVE
Kizo wie jakie kolędy zapodawać na wigilie klasową. Nawet wcześniej wypuścił żeby można było tekst zapamiętać,JOY
"Wczoraj na festiwalu oglądałem teledysk i słuchałem piosenki, płakałem jak bóbr, pierwszy raz na koncercie mi się zdarzyło płakać ale emocje które towarzyszyły w trakcie takiego wydarzenia uderzyły za mocno, kocham naszą społeczność, zdrowia i miłości życzę, tworzymy ogromny movement! 🖤🕷️🥺 Ps. Witamy Vae Vistic w rodzinie!",LOVE
Krótko i na temat.. coś pieknego😮 nie oszukujmy się ❤,LOVE
Nie widziałam takiej rolady w żadnym sklepie😍😋,LOVE
"Z racji pełnionej sluzby , wiem co to znaczy marznąć w polu, jednak to co odbywa się teraz na wschodzie musi przechodzić nasze zachodnie pojęcie... marznąć dzień czy dwa to całkiem inna sprawa gdy marzniemy przez miesiąc czy więcej...",ANGER
"Oni nie są przeciwko wojnie tylko przeciwko temu, żeby na nią jechać. Więc nie przesadzajmy jeśli chodzi o te protesty.",ANGER
Poryczałam się... Sama jestem w tej chwili w ciąży obecnie w 7 miesiącu bliźniaczej. Wysyłam wam duzo siły i uściski dla malutkiego wojownika❤,JOY
Man i wanna cry for Blachowicz. He such a honorable man,SADNESS
Jak dla mnie najlepszy kawałek na tej płycie 🤯,LOVE
Kubacki wraca do formy! Brawo 🇵🇱👍😉,LOVE
SLUCHALNE 🔥🔥🔥 NIECH TAK ZOSTANIE 🔥🔥🔥,LOVE
Rozjebane teraz czekamy na wspólną płytkę 🕷❤️,LOVE
"""Zielona kartka dobra robota"" - Jan Sędzia XXIII",JOY
Dzięki panowie za całego lajwa było dużo śmiesznych momentów jak co roku 😁 i widzimy się za rok 👊👊👊,JOY
"A później się dziwić, że kolejki do lekarzy jak każdy pisze i kasuje, pisze i kasuje….",ANGER
Sto lat Natsu 😍 dla większości to ty wygralas tą walkę 😍 dla mnie werdykt był szokiem 🥲 ale jesteś najlepsza nigdy o tym nie zapominaj. 👑👑,LOVE
Kocham Was w tym odcinku❤️ i te kłótnie oto czy to jest rywalizacja czy nie 😂,LOVE
"Na Swaroga i Peruna! Tu najpierw trzeba by było porządnego laryngologa, potem logopedę, a potem można by się było dopiero zastanawiać, czy tu jest talent, żeby w jakikolwiek sposób z tym do ludzi iść.",ANGER
"Halo Isamu? Wiem, że tu jesteś! Wpadaj- przygotowałem coś dla Ciebie kolego! 🤫🔥🔥🔥🔥",JOY
Mój pies też się cieszył jak go zaadoptowałam ❤,JOY
"Bije od Ciebie super vibe ❤ super, że spełniasz marzenia",LOVE
"W końcu szansa dla polskiego rapu, który już dawna leży na dnie. Gratuluję!",JOY
"Boski odcinek, dawno się tak nie śmiałam :D aż mi się łezka w oku kręci jak sobie przypominam te chaotyczne lekcje w szkole xD",LOVE
Zajebisty -kontent - montaż -Rdza I prowadzący A to wszystko na kanale KICKSTER TV!,JOY
"Mam już wasze Pantino (arbuzowe, brzoskwinowe i truskawkowe) zapowiada się wspaniały sylwester",JOY
Dzięki ci panie za ten wysiłek prawie dwie minuty,JOY
Pięknie przedstawione realia współczesnych wizyt u lekarzy :),JOY
Wika robi same rzeczy przez które świeży płacze ze szczęścia,JOY
"Jakość twoich filmów i ich treści z tygodnia na tydzień rozwalają po prostu głowę, można powiedzieć na spokojnie ze jest to na skale światowa jeden z lepszych kanałów z takim czymś 🫡",LOVE
Palce bolą od liczenia pieniędzy i klepania w matę. Piękny sport.,SADNESS
"Patrząc na to że zawsze wychodzę że sklepu z pełnym wózkiem za 1100-1200 to taka woda...byłaby opłacalnym zakupem 😅 ale zawsze jak ktoś chce jakąś potrzebna rzecz a nie daj zlotuweczme a później wychodzi z amarena...to zawsze pomogę,nie tylko od święta. Człowiek dla Człowieka",JOY
Też ma taką malutką choinkę. Wesołych świąt wszystkim.,JOY
Jeżeli generał policji jest tak ograniczony umysłowo to strach pomyśleć co prezentują podwładni.,ANGER
fajnie było by cię znowu zobaczyć na comunity bp,SURPRISE
"Jejku, jak ja uwielbiam te niedzielne wieczory spędzać z TechWeekiem, Nic mi tak nie pomaga przygotować się na następne 6 dni mordęgi.. Dziękuję Kuba, że jesteś...",LOVE
Szkoda że nie gra w Brazylii już,SADNESS
"Dzięki stary, właśnie jutro miałem jechać do salonu Lambo 🤣",JOY
Wpiszcie sobie w wyszukajce fejmowo tam podobno ludzie sobie dodaja tysiace obserwujacych na instagramie czy subow na yt,ANGER
„Nie chciało się zagrać koncertu i w studio posiedzieć by dokończyć projekt. Wtedy sprzedaż stanęła w miejscu i tak zakończył dzień jednodniowy milioner.” Pamiętajcie by zawsze wykorzystywać natrafioną szansę ! 💪❤,JOY
"Szybko i na temat, dziękujemy panie Sławomirze.",JOY
"Szpaku w tym roku to coś niesamowitego, chlop zaliczył progres prawie we wszystkich płaszczyznach.",JOY
Super odcinki po szkole. Dzięki Kubuś ❤,JOY
"pięknie wyglądacie dziewczyny😍 okulary ładne, ślicznie ci w nich!",LOVE
"Ma Pan rację Panie Sławku, trzymam kciuki za Pana👍",JOY
Słowo odcinka: „TO NIE JEST RYWALIZACJA” 😂. Pozdrawiam wszystkich serdecznie!,JOY
Brakowało mi takiego bitu w damskim wykonaniu. Brawo,JOY
Pozdrawiam wszystkich serdecznie łapka w górę 👍👍👍życzę zdrówka i dobrej nocy dobranoc 😴,JOY
"OKEJ ALE TO JEST NAJLEPSZA IMPREZA URODZINOWA JAKĄ W SWOIM ŻYCIU WIDZIAŁAM, MEGA WAM TO WYSZŁO JESTEM ZACHWYCONA I PEŁNA PODZIWU PO PROSTU CUDOWNIE <3",LOVE
Byłam ja i mój pieseł XD🤣🤣🤣( i nie wiem o co z tymi rokami chodzi),JOY
"Widzę że Paulinka wielka dama, majkel wyjebane w takie raszple",SADNESS
wszystkiego naj najlepszego Natsu!!! Dla mnie jest wygrana!,JOY
"lubię to i lubię piosenkę ""Dupe - Rutina"" ✊✊",LOVE
"Mgła gęsta jak mleko. - Geralt - Obudził się w tobie poeta? - Lambert - Mhm, chcesz usłyszeć fraszkę? - Pewnie. - Lambert, Lambert. Ty ch**u.",FEAR
Od import/export nie było lepszej nuty jak narazie.W chuj mocne 🐺👹🌊,LOVE
Trochę to wszystko sen o potędze biorąc pod uwagę stan naszego państwa. I ten ekonomiczny i polityczny. Trochę realizmu.,SADNESS
